identifier,lease,lag_lease,lag_market_value,lag_dividend,lag_loss,lag_cash,lag_tax_rate,lag_big4_auditor
7154,3.386315699,3.407615143,11.82540131,0.091386446,0,0.072885513,0.35,1
7154,3.541168869,3.488747745,11.82198207,0.09923136,0,0.026393427,0.21,1
7161,0.134465854,0.110088496,6.398273236,0.021767853,0,0.000956876,0.350496,0
7161,0.144645459,0.137377734,6.844306425,0.021659594,0,0.00077527,0.350492,0
7161,0.25952778,0.142178361,7.029940132,0.021811136,0,0.002178849,0.35,0
7161,0.275195594,0.244718709,7.126801937,0.027131821,0,0.001382077,0.21,0
7163,1.417573017,1.661982158,10.17135266,0.043871441,0,0.181718196,0.351417,1
7163,1.407313416,1.33810128,10.23198457,0.043834352,0,0.276848541,0.350169,1
7163,1.379310345,1.294429708,10.66841525,0.044668435,0,0.296127321,0.35,1
7163,1.406216959,1.37449778,10.65048578,0.053182491,0,0.208923663,0.21,1
7171,0.67384444,0.586597364,10.86815694,0.004195285,0,0.099146092,0.359938,1
7171,0.843307462,0.641762283,10.4739373,0.004402171,0,0.071566218,0.35,1
7171,0.823369253,0.782364808,10.35082562,0.004084043,0,0.045646148,0.367858,1
7171,0.751892152,0.831387357,10.25610518,0.004471605,0,0.044252331,0.21,1
7241,2.624470141,2.567880671,11.58659192,0.016827359,0,0.027194977,0.352712,1
7241,2.639156486,2.60210455,11.3352751,0.019478732,0,0.036607313,0.35,1
7241,2.827679726,2.620596861,11.20524475,0.02153872,0,0.019142025,0.350184,1
7241,1.373844525,1.369263346,11.34862141,0.010409456,1,0.033529136,0.21,1
7257,0.19650419,0.209276963,11.89750215,0.050255947,0,0.131923088,0.367444,1
7257,0.267360055,0.209694161,11.99422625,0.053838976,0,0.150361198,0.350322,1
7257,0.21394756,0.290194829,11.92991298,0.05891524,0,0.096708849,0.350227,1
7257,0.319469487,0.227500998,12.19062037,0.064293234,0,0.1072643,0.21,1
7260,0.581159378,0.645873325,7.75230637,0.028130168,0,0.008030508,0.362998,1
7260,0.700114333,0.628698942,7.746258275,0.0327552,0,0.009500492,0.353426,1
7260,2.689016029,0.674122397,7.881792669,0.03367901,0,0.008164864,0.351376,1
7260,1.025686764,1.091092877,7.736263427,0.014656915,0,0.065049352,0.21,1
7291,0.808847805,0.891383295,7.395447354,0.022779795,0,0.277484318,0.355605,1
7291,0.609849062,0.747065101,6.998605117,0.020582406,0,0.347309041,0.354461,1
7291,0.951704545,0.568181818,7.401756676,0.019460227,0,0.417613636,0.35,1
7291,0.851621356,0.731520908,7.293286215,0.016049787,0,0.268697456,0.21,1
7295,6.259226454,1.9092609,3.691126153,0.138470623,0,0.387953942,0.331,0
7295,1.328432659,1.113153059,5.64600999,0.018202503,0,0.01272425,0.331,0
7295,2.013113518,0.794980832,6.111103859,0.0146951,0,0.013930494,0.21,0
7316,19.95491272,15.19359796,8.578250661,0,0,0.188528678,0.35,1
7316,20.90099378,15.49875003,8.424225083,0,0,0.202340559,0.35,1
7316,20.38572573,15.86792227,8.243394923,0,0,0.139135516,0.35,1
7316,18.6373013,15.85238698,8.494571956,0,0,0.185154866,0.21,1
7343,1.735492689,0.902953237,9.743904896,0,0,0.145839374,0.368117,1
7343,0.10530138,1.521423384,9.749730129,0,1,0.159694989,0.194567,1
7343,0.104709079,0.082069278,10.47871344,0,0,0.153611048,0.350546,1
7343,0.124492807,0.085300627,11.01823103,0,0,0.156814828,0.21,1
7401,3.27385962,3.080289514,7.410680678,0.028278068,0,0.058407675,0.357939,1
7401,3.805051813,3.149287565,7.547196193,0.028821244,0,0.074805699,0.3601,1
7401,3.506085891,3.597948404,7.54117358,0.031309806,0,0.080226594,0.362162,1
7401,3.494423792,3.095640419,7.570348016,0.029199054,0,0.143629605,0.21,1
7420,0.85624971,0.786065308,7.392992806,0.033223892,0,0.076027254,0.35,1
7420,0.9601749,0.901087213,7.869492259,0.036214843,0,0.084908266,0.35,1
7420,0.664757073,0.771593031,7.993973396,0.03115752,0,0.081814977,0.35,1
7420,0.686997361,0.696512215,8.1975223,0.035575605,0,0.121709291,0.21,1
7435,0.641848524,0.715202641,11.42725288,0.058469344,0,0.058561037,0.35,1
7435,0.784051541,0.638181487,11.57643873,0.081383334,0,0.081383334,0.35,1
7435,0.744991708,0.679179719,11.84952517,0.073788401,0,0.10869508,0.350302,1
7435,0.731506849,0.775342466,11.60696757,0.087479452,0,0.088575342,0.21,1
7486,0.869471876,0.880206097,6.469580495,0,0,0.075676256,0.369781,1
7486,1.324790965,0.879574329,6.257426179,0,1,0.074818113,0.336566,1
7486,0.993446016,0.841669541,6.41545696,0,0,0.02683684,0.296956,1
7486,0.902504131,0.915215457,6.973613242,0,0,0.028600483,0.21,1
7526,0.55226873,0.586216652,6.560249031,0,1,0.471172556,0.062401,1
7526,2.224855119,0.578235673,6.557706533,0,1,0.436594977,0.176934,1
7526,1.062816292,0.923602327,7.311424776,0,1,0.038584294,0.056068,1
7526,1.314903438,1.232683219,7.561550488,0,0,0.054187217,0.21,1
7549,0.713533352,0.685864212,7.59330146,0,0,0.100390705,0.35,1
7549,0.719231233,0.723998055,7.666438127,0,0,0.106884639,0.35,1
7549,0.693135813,0.707890268,8.001480877,0,0,0.119094659,0.35,1
7549,0.708254387,0.722727837,8.003558312,0.006035327,0,0.042369084,0.21,1
7585,0.739239299,0.798855371,9.386881504,0.032669608,0,0.283891737,0.35948,1
7585,1.429753043,0.732600733,9.521640065,0.033794163,0,0.127141676,0.315777,1
7585,1.596003899,1.47417154,9.58622616,0.038133528,1,0.154483431,0.023662,1
7585,1.519821448,1.392283983,9.842092884,0.036773302,0,0.133595494,0.21,1
7620,0.620638305,0.724494189,8.258988559,0.021315644,1,0.0397145,0.364742,1
7620,0.715821699,0.692851301,8.586840191,0.020069717,1,0.095605321,0.018205,1
7620,1.91259618,0.747393099,8.586419144,0.017499849,1,0.097859616,0.000906,1
7620,1.124325011,1.706387835,8.305941157,0.015656425,0,0.035048175,0.21,1
7636,0.650592209,0.90808437,5.974402413,0.038605216,0,0.037149118,0.350002,1
7636,0.651324132,0.732805148,6.062123363,0.042684524,0,0.043289737,0.35078,1
7636,0.700114064,0.698428396,6.388009993,0.046518815,1,0.031406802,0.37999922,1
7636,0.660844125,0.71476717,6.281333863,0.053481335,1,0.168922543,0.21,1
7637,0.339505203,0.255527064,10.18594329,0,0,0.062718646,0.281,1
7637,0.219142895,0.21770306,9.924405401,0,0,0.036289603,0.281,1
7637,0.2058297,0.212532431,10.00691011,0,0,0.013419426,0.281,1
7637,0.221781646,0.225141974,9.556260168,0,0,0.013649041,0.21,1
7648,1.401440733,1.270464964,8.087388258,0,1,0.042960052,0.346005,1
7648,1.759416134,1.394500195,8.527890966,0,0,0.064902906,0.360794,1
7648,1.672328194,1.763783643,8.330087408,0,0,0.070159394,0.201331,1
7648,1.520422626,1.649272001,7.915565743,0,1,0.05978611,0.21,1
7685,0.478189338,0.473576579,4.688363433,0,0,0.036071775,0.339813,0
7685,0.478624033,0.480167982,4.783193519,0,0,0.05874724,0.338591,0
7685,0.461460303,0.437470012,5.176957316,0,0,0.048742627,0.237258,0
7685,0.429922614,0.446300618,5.61451346,0,0,0.072445373,0.21,0
7696,1.91103867,1.938204238,5.518683464,0,0,0.690761345,0.35,0
7696,2.299123677,2.261387301,5.204650436,0,0,0.702008414,0.35,0
7696,2.11712,2.1056,5.566917532,0,0,0.728512,0.350084,0
7696,1.753005956,2.065150891,5.734219532,0.165408637,0,0.715923137,0.21,0
7741,3.271697236,3.271697236,6.830400796,0.021287078,0,0.173576931,0.35,1
7741,3.144980859,3.144980859,7.046824608,0.024476595,0,0.174947377,0.351983,1
7741,3.118941092,3.118941092,6.831974364,0.026188162,0,0.205751619,0.350001,1
7741,3.290537565,3.163889475,7.087368797,0.027894959,0,0.196228681,0.21,1
7750,0.907862512,0.865636348,8.001153498,0,1,0.015032514,0.350497,1
7750,0.854216428,0.870410105,7.299351484,0,1,0.028986681,0.282689,1
7750,0.731237973,0.902287791,7.333503631,0,1,0.02612786,0.346566,1
7750,0.709536347,0.76308626,7.471638622,0,0,0.018340845,0.21,1
7759,2.734248388,2.811972879,6.049751049,0,0,0.069555151,0.356802,1
7759,3.058608813,2.619446706,6.171267518,0,0,0.051793245,0.353795,1
7759,2.916656393,2.644606816,5.962431127,0,0,0.06468917,0.354,1
7759,1.934728503,2.44883125,5.345096939,0,0,0.030862266,0.21,1
7762,0.112807963,0.105063709,6.35373349,0.072573983,0,0.228406439,0.368755,0
7762,0.109196971,0.104647097,6.606091111,0.084199007,0,0.2669842,0.357895,0
7762,0.148103906,0.110713739,6.540983245,0.093244762,0,0.377480437,0.350391,0
7762,0.1675459,0.147479075,6.704682113,0.101516375,0,0.462854615,0.21,0
7799,3.444045482,2.719928187,5.237029875,0.037352883,0,0.21539996,0.350765,1
7799,2.878824731,3.359439607,5.639617217,0.036527703,0,0.165685655,0.271251,1
7799,2.892492123,3.031839955,5.386852145,0.009467456,1,0.219831451,0.01795,1
7799,3.071247979,2.925146102,5.053136518,0,1,0.262351308,0.21,1
7866,0.469952723,0.47218626,7.680563731,0.010923237,0,0.253719459,0.358779,1
7866,0.491352822,0.519906012,7.67011826,0.011851862,0,0.251774622,0.349911,1
7866,0.364323882,0.511386907,8.006656359,0.012416063,0,0.234072141,0.344719,1
7866,0.459327948,0.348182601,8.210634984,0.012071696,0,0.279204669,0.21,1
7875,3.010442429,1.335531739,9.374003607,0.028345699,0,0.037757626,0.350078,1
7875,0.636571851,0.647506465,9.977835228,0.009711119,0,0.017362394,0.35,1
7875,0.543224035,0.650058095,9.615317361,0.012901571,0,0.014657995,0.35,1
7875,0.949967262,1.016007767,8.969523056,0.024581743,1,0.027979725,0.21,1
7881,0.047653086,0.051624176,9.162032459,0.002064967,0,0.111825907,0.105289,1
7881,0.038039085,0.057058628,9.802171212,0.003185773,1,0.133707384,0.007999,1
7881,0.063220347,0.038904829,9.90355501,0.006516559,1,0.161552303,0.083586,1
7881,0.135167753,0.062756457,9.82381915,0.014530533,0,0.166352884,0.0056,1
7882,1.096722437,1.018738522,6.095635355,0,1,0.146824158,0.352117,1
7882,1.668539671,1.166399184,6.453794276,0,1,0.119394926,0.365655,1
7882,1.009398305,1.475325573,6.642699295,0,1,0.072514501,0.3351,1
7882,0.821965073,0.994918404,6.436175753,0,0,0.070170573,0.21,1
7906,2.273148148,2.069444444,11.37517019,0.043101852,0,0.274259259,0.35,1
7906,2.509814919,2.294821462,11.43906405,0.049214807,0,0.255047672,0.35,1
7906,2.532353068,2.308783697,11.37438233,0.049830173,0,0.265660604,0.350687,1
7906,2.453851615,2.613596024,11.65226819,0.05613241,0,0.232738729,0.21,1
7912,1.157216069,1.070424864,9.562330403,0.012026781,1,0.042486361,0.046063,1
7912,1.23268764,1.332635286,9.710822644,0.008186188,1,0.057588882,0.361924,1
7912,1.126839262,1.205997392,9.566427392,0.008847085,1,0.033199851,0.35,1
7912,0.475963827,1.151832461,9.110092131,0.009900048,1,0.034221799,0.21,1
7921,0.581458404,0.534263893,8.315366787,0.02323673,0,0.021295993,0.35,1
7921,0.715705519,0.566595042,8.654892122,0.023297893,0,0.027757584,0.35,1
7921,0.486244263,0.507740576,8.897260263,0.018696521,0,0.026470045,0.35,1
7921,0.590293165,0.485324226,8.870578561,0.021175898,0,0.027967748,0.21,1
7922,2.736614386,2.271498107,9.580911712,0.027149811,0,0.089453759,0.350049,1
7922,3.59833723,3.28656794,9.050036634,0.153936087,0,0.077292803,0.350103,1
7922,3.932298295,3.525069992,8.924975612,0.032578264,0,0.128149656,0.35,1
7922,3.967960567,3.807763401,9.016120713,0.030437461,0,0.145532964,0.21,1
7923,0.227670753,0.224751897,10.13422139,0.020811442,0,0.032136602,0.350001,1
7923,0.197753067,0.223546945,10.35410043,0.019918606,0,0.027398831,0.35,1
7923,0.28282602,0.193217776,10.62557075,0.019685811,0,0.019321778,0.35,1
7923,0.303540385,0.278705262,10.5989165,0.023289826,0,0.012307183,0.21,1
7938,4.414044382,4.832257159,5.66476926,0.011131997,0,0.08010125,0.360465,1
7938,0.502828504,4.330702179,6.419731783,0.010870916,0,0.120726744,0.347959,1
7938,0.612755165,0.862272559,5.552873535,0.017153037,0,0.26081242,0.103584,1
7938,0.5817115,0.633171614,5.45811976,0.012143526,0,0.226151287,0.21,1
7951,2.006095814,2.085166451,6.386389654,0.017330363,0,0.343324363,0.358086,1
7951,2.238153015,1.99873541,6.379460284,0.017622229,0,0.390409625,0.349857,1
7951,1.909667951,2.154813574,6.434782125,0.019628103,0,0.422575115,0.350102,1
7951,2.174842728,1.798475317,6.553794933,0.018491431,1,0.333524435,0.21,1
7985,1.050952809,1.026416946,10.44091088,0.024372291,0,0.094831111,0.350274,1
7985,0.905754665,1.003357539,10.61440872,0.024713048,0,0.099203561,0.35,1
7985,0.893547556,0.664432798,10.88610397,0.01967523,0,0.321476645,0.350086,1
7985,0.796749263,0.828619234,10.64021263,0.02183093,0,0.04193557,0.21,1
7991,0.576537581,1.082116691,7.59603865,0.004576821,0,0.082755317,0.040723,1
7991,0.621155229,0.649117201,8.104899824,0.005991851,1,0.085583606,0.350324,1
7991,0.938628159,0.898194946,8.260297388,0.008519856,0,0.180938628,0.326682,1
7991,0.897902981,0.932327376,7.559492792,0.008606099,0,0.105568146,0.21,1
8030,0.194415609,0.166128682,9.458283348,0.03367632,0,0.143116624,0.041033,1
8030,0.197746671,0.181988158,9.850678702,0.031678946,0,0.144247933,0.354032,1
8030,0.200533316,0.190035413,9.914252849,0.030672753,0,0.063069739,0.354116,1
8030,0.113735107,0.177265389,9.669830787,0.027177177,0,0.078060273,0.21,1
8068,0.587057117,0.412091074,10.85190344,0.052443769,1,0.101157999,0.351785,1
8068,0.637917836,0.591523812,10.90479334,0.055788814,1,0.052378854,0.044969,1
8068,0.442583163,0.654356827,10.93947299,0.056084329,0,0.041046019,0.358201,1
8068,1.265563005,0.424134629,10.73634359,0.054134172,0,0.073220231,0.21,1
8079,1.645936943,3.601157708,8.208299598,0.031040351,0,0.112328607,0.35,1
8079,0.998078468,1.803269,7.925307049,0.030073012,0,0.143817156,0.351967,1
8079,1.159542982,1.033185073,7.638977353,0.014623258,0,0.142302617,0.35,1
8079,1.082230855,1.241204419,7.083657862,0,1,0.129004693,0.089493,1
8105,0.805131794,0.737774363,5.223765896,0.027953334,0,0.117496619,0.350017,0
8105,1.02423719,0.746585469,5.605386539,0.027818848,0,0.140597171,0.35,0
8105,1.003880983,0.987416206,5.709777535,0.028234741,0,0.153691638,0.310159,0
8105,1.158299175,1.096146536,5.736404929,0.032381011,0,0.102120381,0.173119,0
8123,0.845330301,0.790619837,7.954943037,0.008528396,1,0.042051964,0.084852,1
8123,1.003126926,0.89927647,8.351349683,0.015075434,1,0.021055395,0.357338,1
8123,0.891704544,0.953538071,8.690376118,0.014427823,0,0.023692004,0.35,1
8123,0.986951786,0.913597261,8.108979209,0.014848734,0,0.019872408,0.21,1
8213,2.132916223,2.05267402,7.722966072,0.022853368,0,0.057965902,0.35,1
8213,2.350214442,2.180073826,7.674981569,0.023258929,0,0.068250525,0.345244,1
8213,1.897998782,1.89180856,7.056750015,0.018639674,0,0.030957621,0.35,1
8213,1.236370459,1.698081609,5.977165349,0.014042124,1,0.027390781,0.21,1
8214,0.853658537,0.785907859,8.603513446,0.010840108,0,0.01300813,0.026238,1
8214,0.878439478,0.81384834,8.667475599,0.010980493,0,0.015243509,0.281619,1
8214,0.961538462,0.78776645,9.235160781,0.010542169,0,0.029309546,0.284394,1
8214,0.747108791,0.849452461,8.479659534,0.009722649,0,0.008699212,0.21,1
8215,0.689947989,0.870395924,7.938787284,0,0,0.042352192,0.350104,1
8215,0.799124247,0.711548987,7.946725335,0,0,0.053858785,0.326823,1
8215,0.707257073,0.748257483,8.19297477,0,0,0.050430504,0.174668,1
8215,0.73203423,0.711413548,7.894893558,0.000824827,0,0.052788947,0.21,1
8219,9.92145002,10.2004908,6.826305846,0.021506293,0,0.008186746,0.350001,1
8219,11.3611011,10.98354185,7.055956174,0.028557209,0,0.010851396,0.376425,1
8219,9.866322999,9.661990866,6.827228699,0.026444957,0,0.00924165,0.35,1
8219,9.772252233,9.657956885,7.190610621,0.025985047,0,0.009062192,0.21,1
8229,0.459066565,0.507240216,3.607575732,0,0,0.013134404,0.345866,0
8229,0.641986272,0.599433868,3.691126153,0.043199941,0,0.068435367,0.350414,0
8229,0.60503652,0.630473491,3.793020047,0.013118209,1,0.022548058,0.357486,0
8229,1.619112726,0.599071709,3.970972336,0.013006872,0,0.017972151,0.21,0
8247,1.171234481,1.036542516,10.18008414,0.02242914,0,0.085441555,0.35,1
8247,1.344409918,1.268311244,10.10170669,0.026254043,0,0.118396855,0.35,1
8247,1.251662837,1.281896239,10.28678021,0.026242593,0,0.090397872,0.35,1
8247,1.192631908,1.292538245,10.09046783,0.028285982,0,0.060380893,0.21,1
8253,0.091426731,0.109901562,9.720262788,0.038835043,0,0.164118087,0.35,1
8253,0.111440048,0.093512736,10.01725052,0.026546957,0,0.148098978,0.358111,1
8253,0.077644389,0.09812203,10.12686884,0.032896477,0,0.159205126,0.352117,1
8253,0.05847173,0.071421844,9.893675774,0.042335102,0,0.174877563,0.21,1
8334,1.179408908,1.271333426,4.656726521,0,1,0.069585126,0.337859,0
8334,2.358024592,1.092272972,4.477361587,0,0,0.072724498,0.238044,0
8334,1.441233948,2.561418202,5.006025686,0,1,0.057579564,0.187303,0
8334,1.308604683,1.744806244,5.862895109,0,1,0.036807807,0.153867,0
8348,0.557485129,0.54465299,6.11426325,0.113053992,0,0.776010745,0.281,0
8348,0.615356268,0.621074602,5.66276619,0.02590723,0,0.75426413,0.281,0
8348,0.628366248,0.627718113,5.958148686,0.026226756,0,0.773191867,0.356,0
8348,0.493423972,1.147181153,5.842148777,0.165408637,0,0.640332972,0.21,0
8350,1.669131629,1.531798014,6.112111478,0.006655398,0,0.06549757,0.35,1
8350,1.826952684,1.621677102,6.269550726,0.006363543,0,0.0659961,0.350023,1
8350,1.633554084,1.571743929,6.355599806,0.005562914,0,0.073112583,0.350102,1
8350,1.232933388,1.530823335,5.959695049,0.005295821,0,0.046090194,0.21,1
8358,0.558908444,0.62165734,9.687727208,0.027664171,0,0.164914672,0.35,1
8358,0.675141153,0.569955157,9.580523431,0.028359495,0,0.174507815,0.3504,1
8358,0.508795923,0.52550358,9.965839878,0.022275283,0,0.059664928,0.35,1
8358,0.299737201,0.514435721,9.934827384,0.023836288,0,0.055817699,0.21,1
8386,3.680361819,2.633344472,6.491487279,0,0,0.000570692,0.35,0
8386,3.540517805,2.655949154,7.063832103,0,0,0.012055332,0.35,0
8386,3.386050097,2.185441773,7.472596533,0,0,0.003192776,0.35,0
8386,2.472566074,2.383387033,6.54626084,0,0,0.005600086,0.21,0
8387,0.902266275,1.513544098,3.607575732,0,1,0.119042567,0.138,1
8387,1.167718387,0.690577827,4.726967473,0,0,0.284969686,0.112601,0
8387,0.90245233,0.992500378,4.766537137,0,1,0.170841522,0.067915,0
8387,0.820178522,0.731237085,5.100101156,0,0,0.021665495,0.003757,0
8402,0.550713459,0.578480524,9.789584654,0.085121481,0,0.082776707,0.35,1
8402,0.56048938,0.554278972,9.88026437,0.094165321,0,0.054667122,0.35,1
8402,0.513630976,0.528264337,9.965864145,0.096916751,0,0.04732429,0.35,1
8402,0.505111406,0.470276137,10.06659316,0.099106341,0,0.056835082,0.21,1
8440,0.050992322,0.503356029,3.607575732,0,1,0.02309141,0.138,1
8440,0.082623095,0.090508286,6.599337024,0,0,0.023179035,0.220988,0
8440,0.084498497,0.038278454,6.375694255,0,0,0.017498495,0.075613,0
8440,0.079236338,0.049768278,6.703530214,0,0,0.016711664,0.017266,0
8479,0.607174128,0.555499734,11.88230844,0.058435127,0,0.172377166,0.35189,1
8479,0.609747872,0.57062688,11.91446046,0.057764168,0,0.217526204,0.3804176,1
8479,0.57515914,0.56638765,12.045237,0.056839256,0,0.244473961,0.35,1
8479,0.645219452,0.591129198,11.95547002,0.065655265,0,0.141536163,0.21,1
8486,0.567726282,0.663435781,6.71111005,0,0,0.030007859,0.040093,1
8486,0.456096389,0.568263417,7.228321686,0,0,0.048681728,0.350176,1
8486,0.329235343,0.431976282,7.140412115,0,0,0.058783952,0.350189,1
8486,0.309315568,0.319958831,6.683254833,0,0,0.04056861,0.21,1
8512,0.128915611,0.099259959,7.67018311,0,1,0.000570692,0.21216,1
8512,0.086159967,0.068125449,8.469422964,0,1,0.054415648,0.35042,1
8512,0.141926577,0.087445595,8.130481472,0,1,0.040877705,0.35,1
8512,0.10666473,0.138045771,7.584394469,0,0,0.001382077,0.21,1
8530,0.131374657,0.120625821,12.1382289,0.042643019,0,0.139077989,0.350104,1
8530,0.121784226,0.128193922,12.07333879,0.043387816,0,0.104011887,0.35001,1
8530,0.174624702,0.121655209,12.13933304,0.045338394,0,0.116369902,0.350004,1
8530,0.202606917,0.1881798,12.19062037,0.050557639,0,0.118133005,0.21,1
8542,0.029681044,0.034146262,8.568078531,0.021119526,0,0.000570692,0.35,1
8542,0.021302191,0.043154871,8.580903074,0.021257216,0,0.00077527,0.35,1
8542,0.024587589,0.032784433,8.849617277,0.022212526,0,0.001287363,0.35,1
8542,0.024395161,0.038234367,8.714233474,0.02164349,0,0.001382077,0.21,1
8543,0.159827878,0.178269556,11.64478702,0.130966651,0,0.072813893,0.352834,1
8543,0.082730994,0.113210833,11.78603223,0.099930332,0,0.099473134,0.273068,1
8543,0.094903014,0.087958891,11.81870949,0.112888292,0,0.029581964,0.36061,1
8543,0.095258636,0.073690643,11.43560939,0.101729034,0,0.024982925,0.21,1
8549,0.284149194,0.688318083,10.96316241,0.037585655,1,0.024291166,0.214545,1
8549,0.309673395,0.308559462,11.0354809,0.013957581,1,0.040769951,0.231804,1
8549,0.338049671,0.378942777,11.07614619,0.017788501,1,0.137632562,0.35819,1
8549,0.497284939,0.354386968,11.17009792,0.019476993,0,0.108959703,0.21,1
8551,3.993852796,3.414808174,9.11579707,0.001143453,0,0.045692384,0.35,1
8551,4.278074866,4.08174713,8.696107189,0.001168617,0,0.052017501,0.354605,1
8551,4.354032834,4.134478989,8.905032286,0.001102287,0,0.06596554,0.35,1
8551,3.385580992,4.054451989,9.390068512,0.001001203,0,0.041554136,0.21,1
8582,5.385667511,5.285505415,5.68677242,0,0,0.013166289,0.366365,0
8582,4.444633078,4.846497425,5.831599798,0,0,0.009607663,0.350219,0
8582,3.853939509,4.206469426,5.868164917,0,0,0.012676278,0.250874,0
8582,2.680135385,3.406011224,5.598186746,0,1,0.014108336,0.21,0
8599,1.479685994,1.258779782,5.412733674,0,1,0.413535326,0.351827,1
8599,1.69585811,1.450660791,5.456380511,0,1,0.32733302,0.343574,0
8599,2.24201309,1.876811811,5.390641046,0,1,0.294402439,0.019091,0
8599,2.635378832,2.386026068,5.627743408,0,1,0.254079017,0.027255,0
8633,0.275785864,0.255238904,7.697472277,0.029370738,0,0.427729492,0.35,1
8633,0.252614799,0.258828394,7.174549417,0.022562851,0,0.423506889,0.350001,1
8633,0.251288147,0.231822163,7.500053839,0.019622301,0,0.472049109,0.350086,1
8633,1.75338731,0.237350808,7.604577135,0.018568336,1,0.612853531,0.21,1
8692,0.431137937,0.354215768,7.114926704,0.060019949,0,0.007795501,0.123817,1
8692,0.492626237,0.472468446,7.431072369,0.065585045,0,0.089021981,0.208204,1
8692,0.538255486,0.479498552,7.614084592,0.064979923,0,0.126387214,0.35028,1
8692,0.238579239,0.220564335,7.66758624,0.04399807,0,0.032950936,0.21,1
8699,0.532182653,0.80371312,5.84076665,0.026359572,0,0.092932529,0.366937,1
8699,0.739433879,0.539440798,6.123127805,0.025609925,0,0.211279177,0.359444,1
8699,0.723397898,0.824124187,5.837017978,0.028615423,1,0.265772821,0.18199,1
8699,0.707057316,0.698219099,6.030885961,0.027714786,1,0.160269426,0.21,1
8762,0.183018649,0.192285416,12.1382289,0.054272366,0,0.089671416,0.35,1
8762,0.205291971,0.186414548,12.07333879,0.056482822,0,0.104989932,0.35,1
8762,0.228393934,0.216766606,12.13933304,0.05804528,0,0.125716326,0.35,1
8762,0.215535458,0.232440199,12.18076068,0.059648381,0,0.100160595,0.21,1
8823,0.282687049,0.31850664,8.735817323,0.013145857,0,0.086474982,0.206972,1
8823,0.246015995,0.249051895,8.676736312,0.012009982,0,0.071058537,0.146738,1
8823,0.256084431,0.258500127,9.162672498,0.011360585,0,0.031607215,0.283714,1
8823,0.186720189,0.243842117,8.882126388,0.010664431,0,0.111442315,0.200059,1
8832,0.1590008,0.050103146,6.097914067,0.025987173,0,0.853008617,0.35,0
8832,0.173277326,0.151374294,6.102246063,0.025256631,0,0.669276372,0.319,0
8832,0.106325679,0.110516619,7.038807664,0.023686567,0,0.81179113,0.35,0
8832,0.115844897,0.113524685,6.520274676,0.025767617,0,0.719290744,0.21,0
8850,0.770080217,0.771830731,6.93403773,0.024470725,0,0.118236999,0.35,1
8850,0.772367592,0.762830406,7.437669934,0.025944037,0,0.128344518,0.35,1
8850,0.978776557,0.740175537,7.604253499,0.025973307,0,0.124464429,0.35,1
8850,1.79394503,0.995962884,7.770770112,0.027520027,0,0.146755159,0.21,1
8858,1.905016275,1.620121558,6.870719794,0.092903472,0,0.288812019,0.331,1
8858,2.001356469,1.652819382,6.834436694,0.060570094,0,0.078737354,0.319,1
8858,2.268284797,2.244828526,6.858369848,0,0,0.089998119,0.319,1
8858,2.037983151,2.081220735,6.772544477,0,0,0.060528739,0.21,1
8864,0.759942582,1.013256776,4.180030394,0,1,0.241053787,0.040824,0
8864,0.507767857,0.469672221,5.171834106,0,0,0.395364857,0.260921,0
8864,0.349383559,0.651245599,4.329664085,0,0,0.418296454,0.191034,0
8901,0.829928849,0.971066063,7.860587156,0.027162043,1,0.052700927,0.372947,0
8901,1.115937774,0.991547653,8.368335135,0.010489139,1,0.127321209,0.350959,0
8901,1.030226006,1.007213936,8.617647991,0.037759845,0,0.079365494,0.365305,0
8901,1.007936111,0.985261508,7.658014699,0.084253655,0,0.096918922,0.21,0
8902,1.082773782,1.090314939,8.804497106,0.029009808,0,0.051980938,0.356723,1
8902,1.169085441,1.06422872,8.805743791,0.030223777,0,0.071052991,0.35002,1
8902,1.124576634,1.096877702,8.887807537,0.030793354,0,0.086435794,0.366366,1
8902,1.122249575,1.085886435,8.797174665,0.031768144,0,0.064839443,0.21,1
8947,0.844279106,0.874304704,5.730443101,0.014239258,0,0.304968473,0.350527,0
8947,0.788926479,0.78940231,6.045551373,0.013237596,0,0.355502263,0.35,0
8947,0.577379337,0.725773268,6.065903661,0.013189113,0,0.372079178,0.35,0
8947,0.542360966,0.53909127,5.986695694,0.01235128,0,0.274728104,0.21,0
8958,0.457735902,0.527181686,6.704159421,0.050816677,0,0.143849225,0.35039,1
8958,0.551411506,0.556098672,6.306193276,0.064763231,0,0.113101296,0.35001,1
8958,0.667310097,0.546252351,6.806501652,0.062250215,0,0.167981719,0.35,1
8958,0.677166366,0.615661423,7.229680505,0.057175118,0,0.124034969,0.21,1
8972,0.771831563,0.75134046,10.52499022,0.027765445,0,0.109285885,0.350001,1
8972,0.762012512,0.752029815,10.63531684,0.028849993,0,0.113237056,0.349868,1
8972,0.69669475,0.74206092,10.89999218,0.030103694,0,0.110174984,0.350094,1
8972,0.759477781,0.674742656,10.67498451,0.031100929,0,0.113231233,0.21,1
9016,0.42250147,0.481303221,7.869342078,0.00886382,0,0.05507764,0.35,1
9016,0.541470689,0.445107262,8.039931284,0.009751061,0,0.06527475,0.35,1
9016,0.701882321,0.537805934,8.129581754,0.010323139,0,0.031812588,0.35,1
9016,0.575284398,0.666118777,8.005747375,0.01031619,0,0.053765301,0.21,1
